geo,time_period,population_density,hospital_beds,at_risk_of_poverty,low_work_intensity,gdp_current_prices,rd_expenditure,internet_access,tertiary_education
AT,2014,79.65234375,166.4344024658203,14.1,7.208757400512695,27726.220703125,1.1634794473648071,83.5574722290039,27.48508071899414
AT,2015,80.71138000488281,166.4344024658203,13.9,6.847996711730957,28370.998046875,1.0554354190826416,83.71271514892578,28.817543029785156
AT,2016,80.35771179199219,166.4344024658203,14.1,6.637800216674805,28195.224609375,0.9780502319335938,85.04501342773438,28.661401748657227
AT,2017,72.5765380859375,166.4805145263672,14.4,5.904649257659912,27548.669921875,0.9895788431167603,86.21793365478516,29.965560913085938
AT,2018,64.0712661743164,171.38560485839844,14.3,6.270533084869385,27428.134765625,0.9645132422447205,86.93840026855469,30.80683135986328
AT,2019,65.13031005859375,171.6067657470703,13.3,5.539614200592041,28528.095703125,0.9859178066253662,87.73489379882812,31.014638900756836
AT,2020,65.13031005859375,176.84832763671875,13.9,5.695613384246826,27398.326171875,0.986631453037262,88.79605102539062,30.728181838989258
AT,2021,79.729736328125,168.42933654785156,14.7,4.645715713500977,27887.3828125,0.9684435129165649,90.81785583496094,30.51449203491211
AT,2022,74.80805969238281,169.07240295410156,14.8,4.171263217926025,28925.666015625,0.9015911221504211,91.2149887084961,30.376384735107422
AT,2023,74.80805969238281,169.07240295410156,14.9,3.8942556381225586,29041.060546875,0.8898205757141113,91.4930648803711,29.92313575744629
AT1,2021,79.729736328125,170.4170379638672,17.0,5.090484142303467,26141.267578125,0.8403494954109192,90.26071166992188,30.45868682861328
